[14:53:34.503][4071.62, 4099.72, 4663.82, 5069.37, 4430.17, 4267.87][4077, 4078, 4024, 3884, 3861, 1515, 4072, 3884, 2555, 2599, 1017, 1541, 1903, 1035, 1964, 1024]
[14:53:35.038][4067.18, 4115.72, 4650.32, 5074.2, 4440.0, 4277.46][4079, 4076, 4021, 3887, 3863, 1514, 4076, 3891, 2310, 2877, 843, 1803, 1903, 1060, 1951, 1024]
[14:53:35.574][4065.42, 4098.2, 4651.78, 5079.44, 4419.8, 4277.55][4074, 4075, 4036, 3887, 3858, 1513, 4075, 3871, 2328, 2901, 841, 2039, 1660, 1039, 1943, 1024]
[14:53:36.140][4064.26, 4101.12, 4651.06, 5067.52, 4415.98, 4280.2][4077, 4077, 4027, 3893, 3861, 1512, 4074, 3878, 2326, 2885, 790, 2013, 1669, 1039, 1941, 1024]
[14:53:36.661][4070.37, 4098.68, 4661.11, 5069.28, 4430.08, 4257.97][4076, 4079, 4030, 3909, 3859, 1513, 4073, 3875, 2314, 2866, 1015, 1725, 1663, 1049, 1945, 1024]
[14:53:37.196][4053.74, 4100.17, 4655.56, 5073.51, 4429.57, 4271.98][4077, 4076, 4022, 3895, 3876, 1513, 4075, 3882, 2339, 2872, 911, 2046, 1670, 1160, 1995, 1024]
[14:53:37.749][4065.0, 4094.24, 4661.35, 5074.79, 4431.87, 4254.72][4079, 4075, 4019, 3883, 3862, 1515, 4075, 3859, 2556, 2594, 793, 1999, 1699, 1053, 1945, 1024]
[14:53:38.284][4054.21, 4093.22, 4650.17, 5074.85, 4428.05, 4263.87][4076, 4079, 4056, 3891, 3868, 1515, 4075, 3854, 2559, 2584, 987, 1719, 1694, 1029, 1948, 1024]
[14:53:38.835][4048.7, 4098.14, 4656.58, 5083.67, 4438.75, 4281.4][4076, 4078, 4011, 3911, 3858, 1512, 4075, 3845, 2312, 2836, 979, 1704, 1693, 1278, 1699, 1024]
[14:53:39.371][4062.02, 4099.78, 4664.09, 5084.0, 4428.74, 4266.41][4076, 4079, 4039, 3909, 4094, 1258, 4076, 4085, 2274, 2572, 983, 1735, 1759, 1086, 1993, 1024]
[14:53:39.909][4052.93, 4096.29, 4647.01, 5082.81, 4427.13, 4278.65][4079, 4077, 4040, 3899, 4071, 1256, 4074, 4079, 2259, 2814, 683, 1740, 1735, 1050, 1978, 1024]
[14:53:40.448][4069.11, 4110.75, 4656.76, 5075.69, 4430.17, 4269.74][4078, 4077, 4047, 3879, 4091, 1259, 4077, 4075, 2229, 2813, 662, 1711, 1681, 1278, 1741, 1024]
[14:53:40.985][4062.53, 4096.17, 4661.7, 5079.23, 4435.77, 4265.12][4077, 4076, 4039, 3887, 4076, 1261, 4076, 4085, 2232, 2584, 948, 1757, 1671, 1031, 1992, 1024]
[14:53:41.549][4069.8, 4102.55, 4651.15, 5080.37, 4443.46, 4270.46][4076, 4075, 4044, 3868, 4072, 1258, 4075, 3845, 2535, 2619, 1016, 1749, 1673, 1037, 1973, 1024]
[14:53:42.075][4065.06, 4097.63, 4652.64, 5091.84, 4424.42, 4238.96][4079, 4075, 4043, 3923, 4079, 1261, 4075, 4088, 2290, 2621, 947, 1566, 1951, 1139, 2028, 1024]
[14:53:42.612][4066.64, 4104.79, 4655.27, 5082.57, 4424.51, 4259.04][4076, 4075, 4028, 3878, 4063, 1259, 4075, 3861, 2534, 2611, 959, 1563, 1960, 1108, 2023, 1024]
[14:53:43.170][4059.58, 4093.07, 4657.05, 5075.6, 4435.86, 4277.61][4079, 4083, 3973, 3948, 4077, 1260, 4076, 3845, 2549, 2595, 959, 1764, 1672, 1029, 1976, 1024]
[14:53:43.704][4066.07, 4096.56, 4655.06, 5084.42, 4432.46, 4274.6][4075, 4077, 4071, 3891, 4077, 1257, 4077, 3845, 2550, 2582, 942, 1763, 1676, 1273, 1705, 1024]
[14:53:44.244][4067.56, 4120.02, 4650.41, 5088.17, 4440.96, 4267.27][4079, 4073, 4068, 3911, 4077, 1258, 4076, 4092, 2293, 2575, 941, 1735, 1687, 1261, 1700, 1024]
[14:53:44.779][4072.99, 4110.66, 4644.83, 5075.87, 4423.73, 4269.74][4076, 4084, 4051, 3897, 4083, 1261, 4074, 4089, 2283, 2573, 937, 1724, 1669, 1240, 1693, 1024]
[14:53:45.315][4065.39, 4097.34, 4668.65, 5076.88, 4437.77, 4285.72][4079, 4077, 4045, 3901, 4085, 1258, 4075, 4084, 2282, 2569, 938, 1725, 1662, 1222, 1694, 1024]
